TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0080134"	"regulation of response to stress"	NaN	5.335804796499437	0.5340401813772712	0.8273425286178221	0.19313132	5.219190883329397	-0.6949103679886731	null
"GO:0048585"	"negative regulation of response to stimulus"	NaN	5.548513484547676	0.8715321229092965	0.744012342842528	0.7230078	null	null	80134
"GO:0080135"	"regulation of cellular response to stress"	NaN	4.956826099778944	0.22314771572317893	0.830067480005502	0.63612485	5.171140323074939	-1.086632360097032	null
"GO:1905897"	"regulation of response to endoplasmic reticulum stress"	NaN	4.066586796470695	0.028729011381874323	0.8502542361928629	0.72993983	null	null	80135
"GO:0090066"	"regulation of anatomical structure size"	NaN	5.258462476340173	0.4469214754486739	0.8444934173640087	0.59494328	4.863435189850478	2.6683936344157075	null
"GO:0090087"	"regulation of peptide transport"	NaN	4.3427384165554175	0.054261254767670145	0.8441534809240965	0.47771453	3.222843463367148	-0.5664680295398449	null
"GO:0032880"	"regulation of protein localization"	NaN	4.991850478876905	0.24188959994999537	0.8183836654941263	0.76287528	null	null	90087
"GO:0051049"	"regulation of transport"	NaN	5.438467982344178	0.6764528682033435	0.8132814049820548	0.84764062	null	null	90087
"GO:0051050"	"positive regulation of transport"	NaN	4.90666898605984	0.19880840657801688	0.8290483689021104	0.72232539	null	null	90087
"GO:0051222"	"positive regulation of protein transport"	NaN	4.402588055411201	0.06227905452961568	0.8308403811072749	0.8682619	null	null	90087
"GO:0051223"	"regulation of protein transport"	NaN	4.64846735140684	0.10970558481530766	0.8250292247490387	0.93660733	null	null	90087
"GO:0070201"	"regulation of establishment of protein localization"	NaN	4.75850313037134	0.14134052485360182	0.8245028741325721	0.92479854	null	null	90087
"GO:1904951"	"positive regulation of establishment of protein localization"	NaN	4.491389711929306	0.07640940990472596	0.8295926577481749	0.93031222	null	null	90087
"GO:0090257"	"regulation of muscle system process"	NaN	4.405653656099307	0.06272024301943684	0.7999922067124879	0.65782402	6.418712722855068	3.8065411289950357	null
"GO:0010611"	"regulation of cardiac muscle hypertrophy"	NaN	3.130333768495006	0.0033249344847416317	0.8062588371982639	0.72573407	null	null	90257
"GO:0010614"	"negative regulation of cardiac muscle hypertrophy"	NaN	2.8048206787211623	0.0015700394861233652	0.7693611636852175	0.9556184	null	null	90257
"GO:0014741"	"negative regulation of muscle hypertrophy"	NaN	2.8260748027008264	0.0016489111714545232	0.7795408982730817	0.95781492	null	null	90257
"GO:0014743"	"regulation of muscle hypertrophy"	NaN	3.173186268412274	0.0036699981080654484	0.8267282684084906	0.72980866	null	null	90257
"GO:0043502"	"regulation of muscle adaptation"	NaN	3.3092041796704077	0.00502067571936153	0.8079175219760335	0.74304867	null	null	90257
"GO:0097066"	"response to thyroid hormone"	NaN	3.1889284837608534	0.003805558817228376	0.9439689347496552	0.32218911	3.188284412417283	-6.623085403230686	null
"GO:0097068"	"response to thyroxine"	NaN	1.3424226808222062	5.175954349857247E-05	0.9499234272862568	0.39876883	3.5248030102805874	-6.659045343061543	null
"GO:0106027"	"neuron projection organization"	NaN	3.7274599208579087	0.013156783009303803	0.921580385981211	0.63436089	-2.4683911451691816	0.5476357083123877	null
"GO:0120036"	"plasma membrane bounded cell projection organization"	NaN	5.650837679918879	1.1030821378604103	0.8952394316905984	0.34554246	-2.221023211110789	0.6909218997100706	null
"GO:0007409"	"axonogenesis"	NaN	5.17579004378153	0.3694522272723105	0.7532271315965069	0.84366579	null	null	120036
"GO:0030182"	"neuron differentiation"	NaN	5.520524143598953	0.8171353074324634	0.7826877927701109	0.95984215	null	null	120036
"GO:0031175"	"neuron projection development"	NaN	5.375776972882588	0.5855261387173512	0.7520286812500027	0.93620968	null	null	120036
"GO:0048666"	"neuron development"	NaN	5.4268267015724145	0.6585613193340035	0.7858784431923634	0.93824807	null	null	120036
"GO:0048667"	"cell morphogenesis involved in neuron differentiation"	NaN	5.2112994572298454	0.4009294239399424	0.7842409944183802	0.90404601	null	null	120036
"GO:0048699"	"generation of neurons"	NaN	5.541665345523722	0.8578971803076726	0.7835632216448095	0.96469682	null	null	120036
"GO:0048812"	"neuron projection morphogenesis"	NaN	5.25386117004511	0.4422113569903038	0.7500561689997787	0.97834888	null	null	120036
"GO:0048858"	"cell projection morphogenesis"	NaN	5.258522349462493	0.44698309395283886	0.7889619269468963	0.94551903	null	null	120036
"GO:0061564"	"axon development"	NaN	5.222895873125482	0.4117792101533098	0.7580418199721195	0.93856075	null	null	120036
"GO:0120039"	"plasma membrane bounded cell projection morphogenesis"	NaN	5.256188382589775	0.44458736651090497	0.7878468444973766	0.9940505	null	null	120036
"GO:1901564"	"organonitrogen compound metabolic process"	NaN	7.044703138835916	27.31959408292786	0.9551192614077725	0.27258733	-2.984838103676602	-4.876598394030973	null
"GO:1901605"	"alpha-amino acid metabolic process"	NaN	6.20053177091683	3.911133497524464	0.9154148563215171	0.68312599	-4.376660552587437	-3.429219297423782	null
"GO:0019752"	"carboxylic acid metabolic process"	NaN	6.545215051125638	8.649401753337283	0.92262252409888	0.77734037	null	null	1901605
"GO:0043436"	"oxoacid metabolic process"	NaN	6.554789851756352	8.8422109823498	0.9227395453415901	0.89875588	null	null	1901605
"GO:1901698"	"response to nitrogen compound"	NaN	5.398516369125313	0.6170008706448165	0.9360993430484801	0.5009805	2.557069540868912	-6.801388268103765	null
"GO:1901700"	"response to oxygen-containing compound"	NaN	5.661537261195842	1.1305960323401514	0.932838365409516	0.60144425	2.547308822201263	-6.590612524877366	null
"GO:1901861"	"regulation of muscle tissue development"	NaN	3.620448384711709	0.01028289597504973	0.808804502555162	0.42000583	6.856571925824578	-3.1041188878512025	null
"GO:1903573"	"negative regulation of response to endoplasmic reticulum stress"	NaN	3.586362223307866	0.009506502822571143	0.8009687747638037	0.67740428	4.176803404385897	-1.3972668842008535	null
"GO:1904292"	"regulation of ERAD pathway"	NaN	3.6494322232416168	0.010992741143030154	0.8005832532494191	0.88728683	null	null	1903573
"GO:1904386"	"response to L-phenylalanine derivative"	NaN	1.414973347970818	6.161850416496723E-05	0.9530565300243976	0.15194703	3.593838981126277	-6.500013648734262	null
"GO:1904589"	"regulation of protein import"	NaN	1.863322860120456	0.0001774612919951056	0.8788330767195834	0.51382663	1.2576714102419149	-2.1779362646320273	null
"GO:1904591"	"positive regulation of protein import"	NaN	1.8573324964312685	0.00017499655182850692	0.8784747649313009	-0	1.3997927988403858	-2.435965138454194	null
"GO:1905207"	"regulation of cardiocyte differentiation"	NaN	3.0523090996473234	0.0027777621677567226	0.8097067568658968	0.39093494	6.937905704120899	-3.499997880980254	null
